customer_id,total_transactions,total_spend,avg_transaction,std_transaction,total_items,avg_items,first_purchase,last_purchase,tenure_days,recency_days,cluster
12395,4,1601.24,18.19590909090909,7.914832668828102,1005,11.420454545454545,2010-04-16 10:16:00,2010-12-03 16:35:00,231,6,0
12396,1,931.43,14.329692307692307,3.5209391366290537,591,9.092307692307692,2010-02-03 13:22:00,2010-02-03 13:22:00,0,309,1
12399,3,633.09,15.07357142857143,6.698084845113154,564,13.428571428571429,2010-03-05 08:45:00,2010-11-19 08:53:00,259,20,0
12400,1,205.25,18.65909090909091,5.161628530891108,91,8.272727272727273,2010-10-21 13:45:00,2010-10-21 13:45:00,0,49,1
12402,5,1031.3,17.47966101694915,5.05163099851704,490,8.305084745762711,2010-02-07 12:41:00,2010-11-12 09:50:00,277,27,0
12403,1,36.0,36.0,0.0,2,2.0,2010-07-06 11:39:00,2010-07-06 11:39:00,0,156,1
12406,3,1135.52,28.387999999999998,12.515381961451501,632,15.8,2010-01-11 14:04:00,2010-11-05 11:42:00,297,34,0
12408,3,971.14,19.819183673469386,9.317710698077143,632,12.89795918367347,2010-07-29 13:27:00,2010-11-19 13:21:00,112,20,1
12409,2,1067.96,32.36242424242425,9.761946216784537,728,22.060606060606062,2010-05-23 15:21:00,2010-10-15 10:24:00,144,55,1
12410,1,240.38,18.49076923076923,7.107890523376655,128,9.846153846153847,2010-07-25 13:26:00,2010-07-25 13:26:00,0,137,1
12411,1,287.2,13.676190476190476,4.383937130240893,132,6.285714285714286,2010-10-26 09:25:00,2010-10-26 09:25:00,0,44,1
12412,3,1128.91,19.13406779661017,14.036869814963053,850,14.40677966101695,2010-06-18 13:22:00,2010-11-02 17:02:00,137,37,1
12413,1,185.35,15.445833333333333,4.418888092008778,31,2.5833333333333335,2010-11-02 13:26:00,2010-11-02 13:26:00,0,37,1
12414,1,130.0,16.25,10.559583325112786,193,24.125,2010-09-02 12:22:00,2010-09-02 12:22:00,0,98,1
12415,6,1636.44,19.252235294117646,12.201427451275507,1053,12.388235294117647,2010-06-30 08:30:00,2010-11-04 10:57:00,127,35,0
12416,1,202.56,18.414545454545454,6.88728155898445,132,12.0,2010-02-21 10:19:00,2010-02-21 10:19:00,0,291,1
12417,11,2945.15,17.12296511627907,7.255576273674166,1136,6.604651162790698,2009-12-06 10:30:00,2010-10-25 14:27:00,323,45,0
12418,3,850.7,14.178333333333335,7.863750381115691,553,9.216666666666667,2010-03-19 14:47:00,2010-10-22 10:29:00,216,48,0
12419,2,419.01,17.45875,11.061852314618687,228,9.5,2010-10-22 10:40:00,2010-11-19 10:04:00,27,20,1
12421,2,291.56,14.578,6.076065728482708,168,8.4,2010-07-22 13:57:00,2010-10-20 14:28:00,90,50,1
12422,11,2087.89,17.99905172413793,7.850576714173769,1050,9.051724137931034,2009-12-18 12:44:00,2010-11-10 13:19:00,327,29,0
12423,2,703.08,18.02769230769231,7.828770307935532,450,11.538461538461538,2010-08-31 09:31:00,2010-11-17 11:33:00,78,22,1
12424,2,1152.23,21.337592592592593,10.327213351358264,865,16.01851851851852,2010-06-09 15:15:00,2010-10-13 10:29:00,125,57,1
12425,1,923.89,17.43188679245283,8.54362561675342,555,10.471698113207546,2010-09-17 14:10:00,2010-09-17 14:10:00,0,83,1
12426,1,690.48,15.010434782608696,4.296552600772825,322,7.0,2010-02-15 08:41:00,2010-02-15 08:41:00,0,297,1
12427,1,174.3,21.7875,13.28150566980803,63,7.875,2010-12-03 10:44:00,2010-12-03 10:44:00,0,6,1
12429,5,1469.59,28.26134615384615,12.719909364094118,791,15.211538461538462,2010-06-11 13:28:00,2010-12-09 12:05:00,180,0,0
12431,10,3115.1,19.715822784810126,9.491038496344611,1397,8.841772151898734,2010-01-15 09:04:00,2010-12-01 10:03:00,320,8,0
12433,5,4775.53,20.32140425531915,11.291337356650507,3640,15.48936170212766,2010-08-20 09:23:00,2010-12-08 16:49:00,110,1,0
12434,1,297.29,14.864500000000001,4.382542490861958,138,6.9,2010-11-23 13:38:00,2010-11-23 13:38:00,0,16,1
12435,3,1072.68,28.22842105263158,14.059675619324434,691,18.18421052631579,2010-03-12 14:50:00,2010-11-08 10:07:00,240,31,0
12437,20,6858.09,19.707155172413792,10.153957687775325,4367,12.548850574712644,2009-12-02 16:24:00,2010-11-09 14:46:00,341,30,0
12439,2,1142.88,16.096901408450705,4.8188002631210125,478,6.732394366197183,2009-12-14 08:40:00,2010-01-26 12:11:00,43,317,1
12440,2,715.6,23.853333333333335,11.587191005688085,321,10.7,2009-12-22 12:03:00,2010-09-03 13:11:00,255,97,0
12441,1,173.55,15.77727272727273,4.004083143265363,121,11.0,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1,1
12443,1,365.31,18.2655,9.095656843848753,179,8.95,2009-12-07 15:42:00,2009-12-07 15:42:00,0,367,1
12445,1,301.58000000000004,15.079000000000002,5.382590747762153,144,7.2,2010-10-15 12:28:00,2010-10-15 12:28:00,0,55,1
12449,1,61.199999999999996,30.599999999999998,0.0,72,36.0,2010-09-27 09:37:00,2010-09-27 09:37:00,0,73,1
12450,3,490.32,16.90758620689655,6.0136313341158605,314,10.827586206896552,2010-08-22 13:11:00,2010-11-05 16:27:00,75,34,1
12451,3,2968.72,20.76027972027972,10.30735317618788,2040,14.265734265734265,2010-06-28 12:58:00,2010-09-02 15:38:00,66,98,1
12455,4,2276.9900000000002,17.651085271317832,7.769383445646411,991,7.682170542635659,2009-12-18 12:33:00,2010-09-20 14:39:00,276,80,0
12457,1,355.3,19.73888888888889,7.929367520871116,138,7.666666666666667,2010-09-30 17:59:00,2010-09-30 17:59:00,0,70,1
12458,2,750.09,16.668666666666667,7.314357798193903,478,10.622222222222222,2010-08-09 10:33:00,2010-10-08 11:36:00,60,62,1
12459,1,378.2,18.00952380952381,5.743618612155996,208,9.904761904761905,2010-04-13 14:53:00,2010-04-13 14:53:00,0,240,1
12460,1,326.65,18.147222222222222,4.924920788321557,170,9.444444444444445,2010-09-09 13:51:00,2010-09-09 13:51:00,0,91,1
12467,1,132.8,14.755555555555556,4.604375937928807,129,14.333333333333334,2010-10-12 15:41:00,2010-10-12 15:41:00,0,58,1
12468,3,1597.44,17.176774193548386,7.977795157060779,1100,11.827956989247312,2010-01-26 10:09:00,2010-07-01 10:28:00,156,161,1
12469,1,1113.7,16.874242424242425,4.86197366084884,524,7.9393939393939394,2010-07-05 12:40:00,2010-07-05 12:40:00,0,157,1
12470,1,211.95,9.215217391304348,4.907888705085107,95,4.130434782608695,2010-01-19 11:01:00,2010-01-19 11:01:00,0,324,1
12471,47,13258.49,21.593631921824105,11.058654299308108,7033,11.454397394136809,2009-12-07 10:41:00,2010-11-30 14:35:00,358,9,0
12472,13,10197.22,18.40653429602888,10.23254278805175,6628,11.963898916967509,2009-12-14 10:49:00,2010-12-05 14:19:00,356,4,0
12474,13,4811.64,17.123274021352316,8.703514763732025,3000,10.676156583629894,2010-02-11 09:41:00,2010-11-26 12:19:00,288,13,0
12475,1,426.26,17.0504,6.676448956343983,236,9.44,2010-10-26 08:49:00,2010-10-26 08:49:00,0,44,1
12476,8,5248.35,20.744466403162058,9.014397094208855,2559,10.114624505928854,2010-07-26 09:04:00,2010-11-07 15:34:00,104,32,0
12477,3,5018.7300000000005,20.568565573770492,10.199322659256184,1976,8.098360655737705,2010-03-26 14:01:00,2010-11-05 09:35:00,223,34,0
12480,3,1607.22,19.13357142857143,9.37758268269281,911,10.845238095238095,2010-07-20 13:21:00,2010-11-05 15:08:00,108,34,1
12481,5,3094.2,24.363779527559053,11.15907623538779,1876,14.771653543307087,2010-04-11 13:10:00,2010-12-09 10:13:00,241,0,0
12482,8,495.32000000000005,35.38,12.792906688413765,332,23.714285714285715,2010-02-24 10:43:00,2010-04-18 12:44:00,53,235,1
12483,10,1515.0,30.3,11.398460332833714,650,13.0,2010-01-31 13:28:00,2010-11-26 12:35:00,298,13,0
12484,5,1393.5,11.237903225806452,7.591452325696503,819,6.604838709677419,2010-01-27 16:41:00,2010-08-13 13:45:00,197,118,0
12485,1,631.9,19.14848484848485,11.685678232673352,402,12.181818181818182,2010-06-28 15:22:00,2010-06-28 15:22:00,0,164,1
12486,1,876.0,19.043478260869566,7.597686846049132,400,8.695652173913043,2010-10-04 12:14:00,2010-10-04 12:14:00,0,66,1
12490,11,4069.23,19.47,10.034958702149503,2166,10.363636363636363,2009-12-01 12:52:00,2010-11-26 14:16:00,360,13,0
12492,1,380.0,18.095238095238095,7.000801824825224,248,11.80952380952381,2010-11-01 14:58:00,2010-11-01 14:58:00,0,38,1
12494,3,612.85,18.57121212121212,8.292212369738758,233,7.0606060606060606,2010-05-12 13:52:00,2010-12-09 11:31:00,210,0,0
12495,1,277.4,17.3375,3.6974991548342517,128,8.0,2010-03-09 10:53:00,2010-03-09 10:53:00,0,275,1
12496,2,45.34,4.534000000000001,3.347885568202381,30,3.0,2010-03-29 13:57:00,2010-03-29 14:06:00,0,255,1
12497,1,150.23999999999998,30.047999999999995,11.18371673461019,176,35.2,2010-03-05 09:39:00,2010-03-05 09:39:00,0,279,1
12499,1,373.56,14.367692307692307,7.294800508686887,254,9.76923076923077,2010-05-28 15:12:00,2010-05-28 15:12:00,0,195,1
12500,7,1017.44,13.213506493506495,12.002770487884273,433,5.623376623376624,2010-02-04 15:05:00,2010-09-30 18:45:00,238,70,0
12504,2,165.0,20.625,8.036657087549347,128,16.0,2010-04-22 10:24:00,2010-10-18 15:09:00,179,52,1
12505,1,787.2,19.200000000000003,7.620096784162259,318,7.7560975609756095,2010-10-27 09:18:00,2010-10-27 09:18:00,0,43,1
12507,1,455.25,16.86111111111111,5.4497235874388315,359,13.296296296296296,2010-05-04 09:23:00,2010-05-04 09:23:00,0,219,1
12510,5,1612.58,17.155106382978722,7.516281073200808,946,10.063829787234043,2009-12-04 13:47:00,2010-09-06 14:27:00,276,94,0
12511,1,2956.82,15.811871657754011,5.612015836299875,1609,8.60427807486631,2010-10-07 10:39:00,2010-10-07 10:39:00,0,63,1
12514,1,478.2,14.94375,6.9903979073601965,388,12.125,2010-03-08 12:18:00,2010-03-08 12:18:00,0,276,1
12516,2,906.6,22.665,11.167616874994712,743,18.575,2010-04-19 14:14:00,2010-10-05 09:43:00,168,65,1
12519,1,371.78,17.70380952380952,6.706661223135158,164,7.809523809523809,2010-08-20 08:21:00,2010-08-20 08:21:00,0,111,1
12523,12,2437.66,17.41185714285714,7.307363841384955,1295,9.25,2009-12-07 13:46:00,2010-11-30 12:31:00,357,9,0
12524,5,1334.81,26.172745098039215,14.281995249744531,784,15.372549019607844,2010-02-08 14:41:00,2010-10-26 13:15:00,259,44,0
12525,3,883.73,14.978474576271188,4.508672797130423,504,8.542372881355933,2010-03-02 14:01:00,2010-07-29 16:08:00,149,133,1
12527,1,181.8,16.527272727272727,4.648675275622274,186,16.90909090909091,2010-06-28 15:37:00,2010-06-28 15:37:00,0,164,1
12529,1,316.48,15.07047619047619,3.985154295871712,192,9.142857142857142,2010-06-29 13:10:00,2010-06-29 13:10:00,0,163,1
12530,5,1517.72,18.508780487804877,10.302733233209345,998,12.170731707317072,2010-03-07 14:37:00,2010-10-20 15:15:00,227,50,0
12531,1,1645.98,15.10073394495413,5.6795035493824795,1065,9.770642201834862,2010-01-22 14:17:00,2010-01-22 14:17:00,0,321,1
12533,2,1259.89,17.74492957746479,8.202353995433162,698,9.830985915492958,2009-12-01 11:50:00,2010-03-22 10:56:00,110,262,1
12537,1,612.94,14.593809523809526,5.0527162230949205,446,10.619047619047619,2010-10-27 08:36:00,2010-10-27 08:36:00,0,43,1
12538,1,276.5,21.26923076923077,12.811982322249785,145,11.153846153846153,2010-11-26 13:02:00,2010-11-26 13:02:00,0,13,1
12539,3,4317.8,20.271361502347418,9.91689217930991,2232,10.47887323943662,2009-12-23 13:00:00,2010-09-15 09:50:00,265,85,0
12540,15,5624.93,22.232924901185772,11.993032043711072,3551,14.035573122529645,2009-12-07 16:56:00,2010-11-26 10:43:00,353,13,0
12542,2,441.56,11.934054054054053,5.291997868616488,426,11.513513513513514,2010-03-09 16:26:00,2010-08-12 19:12:00,156,119,1
12543,1,695.05,17.82179487179487,7.553848747769811,463,11.871794871794872,2010-09-17 15:51:00,2010-09-17 15:51:00,0,83,1
12547,1,175.78,13.521538461538462,4.88671983739919,175,13.461538461538462,2010-07-27 13:55:00,2010-07-27 13:55:00,0,135,1
12549,5,944.72,23.618000000000002,10.619856148525958,622,15.55,2010-01-11 12:29:00,2010-05-13 12:05:00,121,210,1
12553,2,856.57,18.62108695652174,9.856202610710762,358,7.782608695652174,2010-10-12 13:35:00,2010-11-19 12:18:00,37,20,1
12554,1,384.5,15.38,5.576828549154676,237,9.48,2010-09-17 12:29:00,2010-09-17 12:29:00,0,83,1
12557,1,491.34000000000003,44.66727272727273,11.39250375546051,342,31.09090909090909,2010-10-03 10:50:00,2010-10-03 10:50:00,0,67,1
12562,2,684.5,20.13235294117647,6.467153398813033,370,10.882352941176471,2010-09-30 13:13:00,2010-11-19 09:35:00,49,20,1
12563,1,249.24,19.172307692307694,13.15337355576264,113,8.692307692307692,2010-10-27 09:52:00,2010-10-27 09:52:00,0,43,1
12567,7,3535.98,19.113405405405405,8.896403998305022,1675,9.054054054054054,2010-02-11 10:30:00,2010-12-07 10:36:00,299,2,0
12568,1,70.0,14.0,5.291030145444269,48,9.6,2010-03-05 09:15:00,2010-03-05 09:15:00,0,279,1
12573,4,496.03,5.511444444444444,6.411991322639013,359,3.988888888888889,2010-08-31 17:25:00,2010-11-23 13:01:00,83,16,1
12575,2,622.8199999999999,16.389999999999997,5.740447764812474,315,8.289473684210526,2010-07-01 09:15:00,2010-09-08 13:09:00,69,92,1
12576,3,746.89,14.092264150943397,4.332604759934319,525,9.90566037735849,2010-07-01 13:46:00,2010-11-12 12:44:00,133,27,1
12577,5,908.9,6.059333333333333,5.7799516575237,626,4.173333333333333,2009-12-03 19:31:00,2010-11-23 14:06:00,354,16,0
12578,2,1175.74,23.5148,12.286339891048407,672,13.44,2010-09-22 11:19:00,2010-11-19 17:21:00,58,20,1
12580,1,637.2,18.741176470588236,7.785733559454981,331,9.735294117647058,2010-05-12 11:45:00,2010-05-12 11:45:00,0,211,1
12582,2,1289.64,16.32455696202532,7.042595092331679,625,7.9113924050632916,2010-05-11 09:55:00,2010-10-13 10:52:00,155,57,1
12583,13,5067.29,27.097807486631016,12.932872885829305,2877,15.385026737967914,2009-12-06 11:57:00,2010-12-01 08:45:00,359,8,0
12586,3,1567.43,19.592875,7.811889541719426,574,7.175,2009-12-16 13:15:00,2010-11-30 10:47:00,348,9,0
12588,3,583.88,17.172941176470587,6.672431990144343,381,11.205882352941176,2010-04-21 12:22:00,2010-11-05 12:53:00,198,34,0
12589,4,2521.93,18.274855072463765,8.698554895964778,1394,10.101449275362318,2010-01-19 12:26:00,2010-10-14 11:54:00,267,56,0
12591,2,702.7,17.567500000000003,6.814864503798164,409,10.225,2010-10-27 10:42:00,2010-11-14 14:32:00,18,25,1
12592,2,618.8399999999999,15.470999999999998,11.100607467785093,576,14.4,2010-07-08 14:06:00,2010-07-08 14:26:00,0,154,1
12594,5,1476.49,19.175194805194806,9.755710151170794,679,8.818181818181818,2010-03-03 13:51:00,2010-11-26 12:17:00,267,13,0
12595,1,258.7,15.217647058823529,6.575669670660704,175,10.294117647058824,2010-07-23 09:10:00,2010-07-23 09:10:00,0,139,1
12598,3,1232.01,18.38820895522388,8.271786096630125,662,9.880597014925373,2010-03-01 09:58:00,2010-09-02 14:22:00,185,98,1
12599,6,1129.68,17.116363636363637,8.680493363568976,1035,15.681818181818182,2010-05-11 10:42:00,2010-11-23 15:49:00,196,16,0
12600,12,1383.3300000000002,25.617222222222225,16.715394375230783,433,8.018518518518519,2009-12-07 13:37:00,2010-12-03 12:57:00,360,6,0
12601,1,104.19999999999999,17.366666666666664,6.736294728310711,45,7.5,2010-10-31 10:57:00,2010-10-31 10:57:00,0,39,1
12605,4,1232.95,16.223026315789475,8.504300875790138,929,12.223684210526315,2010-09-07 14:21:00,2010-11-28 14:18:00,81,11,1
12606,1,21.0,21.0,0.0,1,1.0,2010-01-26 16:23:00,2010-01-26 16:23:00,0,317,1
12608,1,95.05,8.64090909090909,7.070106724152689,61,5.545454545454546,2010-10-31 10:49:00,2010-10-31 10:49:00,0,39,1
12609,6,2249.61,19.73342105263158,8.870693503727598,893,7.833333333333333,2009-12-20 13:30:00,2010-11-30 14:48:00,345,9,0
12613,5,3066.91,18.475361445783133,9.531472756026123,1522,9.168674698795181,2009-12-14 13:10:00,2010-11-16 17:17:00,337,23,0
12615,4,3188.67,19.9291875,9.07455860089628,1787,11.16875,2010-03-18 14:09:00,2010-10-22 09:45:00,217,48,0
12616,1,417.8,18.990909090909092,5.492931309628255,214,9.727272727272727,2010-11-16 11:38:00,2010-11-16 11:38:00,0,23,1
12619,1,140.14,14.014,1.8032020901101946,140,14.0,2010-05-28 12:52:00,2010-05-28 12:52:00,0,195,1
12621,16,5358.18,21.347330677290838,10.641592796485641,3084,12.286852589641434,2010-02-09 12:01:00,2010-12-09 10:16:00,302,0,0
12623,6,3112.32,20.475789473684213,10.52682027337638,1653,10.875,2010-01-12 11:45:00,2010-10-19 09:35:00,279,51,0
12625,2,2023.62,22.484666666666666,10.670075892446212,1445,16.055555555555557,2010-04-22 11:33:00,2010-07-18 15:56:00,87,144,1
12629,2,508.82,13.751891891891892,3.9117982777446176,565,15.27027027027027,2010-10-12 16:40:00,2010-11-19 09:18:00,37,20,1
12631,5,2630.37,17.653489932885904,7.353998445980189,1345,9.026845637583893,2010-01-15 14:50:00,2010-09-09 14:50:00,237,91,0
12632,2,706.9599999999999,22.092499999999998,14.999389880064909,498,15.5625,2010-05-24 09:07:00,2010-07-07 09:39:00,44,155,1
12633,3,3258.34,16.37356783919598,6.612604801191301,1826,9.175879396984925,2010-07-02 11:44:00,2010-11-22 13:09:00,143,17,0
12634,1,360.0,18.94736842105263,6.9593556870551865,336,17.68421052631579,2010-06-09 15:41:00,2010-06-09 15:41:00,0,183,1
12635,2,1169.23,15.184805194805195,6.353126998488228,773,10.03896103896104,2010-09-09 10:50:00,2010-11-12 15:46:00,64,27,1
12637,4,2141.35,9.350873362445414,8.43761124041745,1203,5.253275109170306,2010-06-14 13:36:00,2010-11-26 13:50:00,165,13,0
12638,1,93.3,13.328571428571427,4.141945712550357,78,11.142857142857142,2010-03-10 10:30:00,2010-03-10 10:30:00,0,274,1
12639,2,746.27,18.201707317073172,8.18176689427138,428,10.439024390243903,2010-03-22 09:05:00,2010-10-01 12:17:00,193,69,1
12643,2,33.0,16.5,2.1213203435596424,2,1.0,2010-06-03 19:57:00,2010-09-20 16:39:00,108,80,1
12644,3,1310.38,16.799743589743592,6.126241400698612,671,8.602564102564102,2010-01-14 13:02:00,2010-10-05 10:23:00,263,65,0
12645,4,1704.72,19.82232558139535,11.563953290484802,1029,11.965116279069768,2010-02-09 10:49:00,2010-10-26 18:44:00,259,44,0
12647,24,7639.83,20.318696808510637,10.523674929913817,3665,9.747340425531915,2010-01-13 15:06:00,2010-12-07 12:28:00,327,2,0
12648,3,753.15,17.515116279069765,7.4255634296706425,310,7.209302325581396,2010-01-07 18:38:00,2010-09-28 10:35:00,263,72,0
12649,4,1398.1399999999999,17.47675,11.002838503158276,915,11.4375,2010-01-12 17:24:00,2010-11-22 12:57:00,313,17,0
12651,3,263.75,12.55952380952381,3.1600482214524446,187,8.904761904761905,2010-08-31 15:21:00,2010-11-26 11:58:00,86,13,1
12652,1,97.05000000000001,32.35,17.78138071129461,31,10.333333333333334,2010-10-01 15:16:00,2010-10-01 15:16:00,0,69,1
12653,1,795.48,24.85875,10.900224250430696,568,17.75,2010-07-01 09:56:00,2010-07-01 09:56:00,0,161,1
12655,1,261.35,16.334375,2.531450094971918,80,5.0,2010-10-12 09:17:00,2010-10-12 09:17:00,0,58,1
12656,3,1954.66,16.706495726495728,7.356822345822878,1110,9.487179487179487,2010-05-26 09:00:00,2010-10-10 10:43:00,137,60,0
12661,1,162.0,14.727272727272727,2.1190049122599532,216,19.636363636363637,2010-09-29 16:46:00,2010-09-29 16:46:00,0,71,1
12662,10,3138.2400000000002,17.830909090909092,9.420843594178496,1523,8.653409090909092,2010-04-01 09:50:00,2010-12-01 13:04:00,244,8,0
12663,2,160.20000000000002,20.025000000000002,9.801457617547069,37,4.625,2010-02-09 14:28:00,2010-03-25 09:40:00,43,259,1
12665,2,250.6,17.9,7.022819946431774,128,9.142857142857142,2010-02-08 15:11:00,2010-10-18 11:34:00,251,52,0
12666,1,475.58,19.0232,8.083908769895908,238,9.52,2010-11-10 16:40:00,2010-11-10 16:40:00,0,29,1
12668,5,6554.52,17.859727520435968,7.973698666074316,3291,8.967302452316076,2010-01-31 15:45:00,2010-11-26 11:48:00,298,13,0
12670,2,605.0400000000001,28.811428571428575,14.528063286520432,214,10.19047619047619,2010-02-11 10:13:00,2010-11-19 10:05:00,280,20,0
12671,1,460.501,23.02505,13.453474313448982,354,17.7,2010-04-12 16:30:00,2010-04-12 16:30:00,0,241,1
12672,1,211.15,17.595833333333335,5.630576360508323,60,5.0,2010-04-23 09:57:00,2010-04-23 09:57:00,0,230,1
12673,1,560.1,18.067741935483873,8.55298727918202,313,10.096774193548388,2010-11-03 10:46:00,2010-11-03 10:46:00,0,36,1
12675,2,873.25,7.867117117117117,6.462967287468361,333,3.0,2010-05-10 16:44:00,2010-06-04 09:49:00,24,188,1
12676,5,1110.98,20.96188679245283,9.201629675185004,808,15.245283018867925,2010-08-13 13:29:00,2010-10-27 09:36:00,74,43,1
12677,2,395.1,18.814285714285717,9.698622877207141,176,8.380952380952381,2010-02-11 13:55:00,2010-06-02 14:30:00,111,190,1
12678,6,1531.26,28.356666666666666,15.964322013743349,1170,21.666666666666668,2010-01-07 16:46:00,2010-11-29 09:55:00,325,10,0
12681,24,14394.95,18.3609056122449,10.733514839676573,8602,10.971938775510203,2009-12-13 13:31:00,2010-12-07 10:08:00,358,2,0
12682,23,10222.11,20.818961303462324,11.460797330444334,5050,10.285132382892057,2009-12-01 09:28:00,2010-12-09 14:49:00,373,0,0
12683,8,3717.41,19.46287958115183,9.42557632364151,2618,13.706806282722512,2009-12-13 15:01:00,2010-12-09 12:17:00,360,0,0
12686,1,89.14,12.734285714285715,3.9516868007761663,107,15.285714285714286,2010-12-03 09:51:00,2010-12-03 09:51:00,0,6,1
12687,1,1818.59,14.785284552845528,4.766444928291059,1306,10.617886178861788,2010-08-16 12:12:00,2010-08-16 12:12:00,0,115,1
12691,1,134.6,19.228571428571428,3.1457454260817537,51,7.285714285714286,2010-10-15 12:00:00,2010-10-15 12:00:00,0,55,1
12692,1,110.95,8.534615384615385,7.68974925402276,36,2.769230769230769,2010-03-12 14:02:00,2010-03-12 14:02:00,0,272,1
12693,3,665.31,17.50815789473684,7.345546860315994,264,6.947368421052632,2010-07-05 13:56:00,2010-11-08 14:57:00,126,31,1
12694,1,901.68,20.037333333333333,8.776484179069348,842,18.711111111111112,2010-10-14 19:39:00,2010-10-14 19:39:00,0,56,1
12695,3,763.82,24.63935483870968,10.734797602651502,210,6.774193548387097,2010-02-12 13:22:00,2010-06-29 16:12:00,137,163,1
